Date,ETF,Open,High,Low,Close,Volume
2026-06-08,IWM,285.51,286.84,283.58,284.11,27277400
2026-06-08,QQQ,717.81,723.03,713.07,716.07,47401500
2026-06-08,SPY,743.36,745.34,738.19,739.22,49319100
2026-06-09,DIA,511.48,513.54,503.08,509.41,6249400
2026-06-09,IWM,287.18,290.87,277.62,285.02,41761300
2026-06-09,QQQ,722.98,725.66,686.37,707.83,91932200
2026-06-09,SPY,743.63,746.9,722.59,737.05,87683500
2026-06-10,DIA,507.49,508.74,500.1,500.25,5153400
2026-06-10,IWM,284.59,289.0,281.76,282.05,39285000
2026-06-10,QQQ,701.66,711.28,692.93,693.69,65334300
2026-06-10,SPY,733.39,738.38,725.33,725.43,60341300
2026-06-11,DIA,503.19,510.76,501.57,509.36,6353900
2026-06-11,IWM,284.44,291.06,284.07,290.41,41468800
2026-06-11,QQQ,699.29,718.37,695.0,717.12,71798900
2026-06-11,SPY,728.76,740.0,724.41,737.76,86330500
2026-06-12,DIA,512.89,515.3,509.48,513.06,8384500
2026-06-12,IWM,291.63,295.72,290.31,292.95,34415200
2026-06-12,QQQ,717.61,724.01,711.28,721.34,51168400
2026-06-12,SPY,740.71,744.44,735.03,741.75,57079500
2026-06-15,DIA,519.23,520.84,517.87,518.44,5379400
2026-06-15,IWM,296.56,297.91,293.92,294.64,23889000
2026-06-15,QQQ,738.1,744.76,737.38,744.0,46710200
2026-06-15,SPY,751.85,756.68,751.76,754.83,60176400
2026-06-16,DIA,520.32,523.3,520.06,521.44,4812600
2026-06-16,IWM,295.5,296.8,291.58,292.08,23807700
2026-06-16,QQQ,742.25,744.22,729.64,729.86,45348700
2026-06-16,SPY,754.55,755.44,749.88,750.33,67093100
2026-06-17,DIA,521.26,524.17,515.3,516.3,6563500
2026-06-17,IWM,292.47,295.82,288.93,289.88,39920100
2026-06-17,QQQ,735.19,735.68,720.85,722.51,51669300
2026-06-17,SPY,751.29,752.15,739.22,740.96,85945200
2026-06-18,DIA,518.43,519.52,515.43,515.52,7134400
2026-06-18,IWM,294.55,295.97,291.42,295.59,32463200
2026-06-18,QQQ,737.2,741.82,732.51,740.62,50154600
2026-06-18,SPY,747.76,748.23,743.86,746.74,80875700
2026-06-22,DIA,516.84,518.91,515.99,517.08,6552200
2026-06-22,IWM,297.13,299.49,296.16,298.18,22796200
2026-06-22,QQQ,742.02,745.45,734.39,737.95,43518600
2026-06-22,SPY,747.7,750.18,743.13,744.39,46628100
2026-06-23,DIA,514.68,518.72,512.97,516.62,5039200
2026-06-23,IWM,293.26,297.75,292.4,295.32,26821700
2026-06-23,QQQ,715.74,723.61,712.11,713.65,53354200
2026-06-23,SPY,733.81,739.63,732.3,733.58,66846800
2026-06-24,DIA,516.19,522.43,516.01,518.52,4395900
2026-06-24,IWM,295.88,299.69,294.69,296.69,28664900
2026-06-24,QQQ,715.37,719.93,704.45,710.62,52480400
2026-06-24,SPY,735.17,739.95,730.84,733.24,57439500
2026-06-25,DIA,521.19,526.57,518.55,519.26,5357500
2026-06-25,IWM,299.52,301.5,296.73,298.91,27599900
2026-06-25,QQQ,725.9,726.83,705.3,716.38,49668000
2026-06-25,SPY,738.91,739.37,729.6,734.3,53934400
2026-06-26,DIA,517.0,521.28,516.1,517.75,3823600
2026-06-26,IWM,296.6,300.03,295.73,299.83,39832500
2026-06-26,QQQ,707.13,715.56,702.81,706.52,47081800
2026-06-26,SPY,728.95,736.53,716.58,728.99,71034000
2026-06-29,DIA,520.63,522.98,519.4,521.68,5733400
2026-06-29,IWM,298.11,299.16,294.68,298.97,24834100
2026-06-29,QQQ,713.99,724.58,705.17,724.08,44939100
2026-06-29,SPY,736.53,741.56,732.09,741.0,58035200
2026-06-30,DIA,522.35,523.14,519.59,522.39,3607900
2026-06-30,IWM,298.56,300.98,297.44,300.45,23230300
2026-06-30,QQQ,724.18,737.62,723.91,736.4,42121800
2026-06-30,SPY,741.29,748.02,740.89,746.77,55626000
2026-07-01,DIA,521.43,526.72,519.62,522.4,3438400
2026-07-01,IWM,299.93,302.72,298.92,299.32,20607900
2026-07-01,QQQ,729.19,731.92,724.6,725.17,40803800
2026-07-01,SPY,745.0,749.44,742.38,745.76,47100900
2026-07-02,DIA,525.49,528.26,523.73,527.88,3518700
2026-07-02,IWM,300.54,302.23,294.98,297.58,21178900
2026-07-02,QQQ,725.58,730.83,707.56,712.6,50959800
2026-07-02,SPY,747.4,751.31,740.03,744.78,57447800
2026-07-06,DIA,528.72,530.09,525.85,530.09,3236900
2026-07-06,IWM,297.75,300.41,297.62,298.9,18581300
2026-07-06,QQQ,719.93,726.08,718.45,722.82,30220400
2026-07-06,SPY,748.74,752.41,747.41,751.28,50673300
2026-07-07,DIA,532.51,532.54,527.11,528.45,4489200
2026-07-07,IWM,299.17,299.97,295.18,296.19,18057100
2026-07-07,QQQ,714.17,716.35,704.9,709.43,42483100
2026-07-07,SPY,750.22,750.96,745.21,747.71,43721500
2026-07-08,DIA,523.34,524.46,520.03,522.77,3575000
2026-07-08,IWM,294.03,295.1,290.68,293.48,24078400
2026-07-08,QQQ,704.95,712.26,700.91,711.44,35603200
2026-07-08,SPY,743.16,746.15,739.51,745.4,43767400
2026-07-09,DIA,523.65,525.15,522.14,524.19,3056400
2026-07-09,IWM,295.27,297.88,294.9,297.24,16466800
2026-07-09,QQQ,718.33,724.23,715.13,723.28,33654700
2026-07-09,SPY,747.35,751.97,745.59,751.71,41441700
2026-07-10,DIA,525.64,526.47,521.74,525.78,3469400
2026-07-10,IWM,297.69,298.21,293.62,295.99,15888500
2026-07-10,QQQ,720.7,726.39,717.0,725.51,26415900
2026-07-10,SPY,752.05,755.42,748.1,754.95,42191300
2026-07-13,DIA,525.84,527.86,522.9,524.47,2723800
2026-07-13,IWM,295.06,295.78,292.6,293.48,19375500
2026-07-13,QQQ,717.72,718.74,710.08,711.74,36552400
2026-07-13,SPY,752.47,753.91,748.0,749.17,44013600
2026-07-14,DIA,523.32,526.72,522.56,524.69,3664000
2026-07-14,IWM,295.49,296.07,293.75,294.51,18326900
2026-07-14,QQQ,720.22,722.29,714.34,719.69,29448100
2026-07-14,SPY,750.91,753.34,748.66,751.83,35143100
2026-07-15,DIA,525.9,527.73,523.7,525.95,3246900
2026-07-15,IWM,295.25,297.14,294.15,295.77,18832700
2026-07-15,QQQ,723.85,724.36,710.23,717.74,32627600
2026-07-15,SPY,754.24,755.58,750.2,754.81,43844800
2026-07-16,DIA,526.81,527.93,523.07,524.83,3173300
2026-07-16,IWM,294.65,297.81,294.35,295.59,24081300
2026-07-16,QQQ,712.01,713.6,702.61,705.94,39402000
2026-07-16,SPY,752.76,754.57,747.88,750.72,46409800
2026-07-17,DIA,519.64,525.36,518.9,520.81,4736500
2026-07-17,IWM,292.03,296.13,291.64,294.04,28722900
2026-07-17,QQQ,691.65,702.3,686.76,695.33,53985400
2026-07-17,SPY,742.08,747.29,740.8,743.29,62569200
2026-07-20,DIA,522.04,523.4,517.16,517.94,2259018
2026-07-20,IWM,295.01,295.99,292.18,292.31,20451977
2026-07-20,QQQ,702.26,705.8,695.51,696.06,28995795
2026-07-20,SPY,747.06,748.73,741.51,742.09,49855561
2026-07-21,DIA,519.63,523.01,518.12,521.51,3055352
2026-07-21,IWM,293.43,296.75,292.68,296.54,17187245
2026-07-21,QQQ,706.57,710.05,702.8,708.97,32717281
2026-07-21,SPY,746.29,749.04,744.18,748.28,34324262
2026-07-22,DIA,521.9,523.4,520.1,522.19,3550000
2026-07-22,IWM,296.8,298.1,294.6,295.99,17200000
2026-07-22,QQQ,704.5,707.8,701.9,703.75,29100000
2026-07-22,SPY,747.5,749.4,745.1,746.78,52300000
2026-07-23,DIA,515.76,517.44,512.85,513.47,9609507
2026-07-23,IWM,290.57,293.01,289.94,292.12,31180624
2026-07-23,QQQ,694.67,698.66,687.79,691.96,44031205
2026-07-23,SPY,736.57,739.66,729.64,732.53,109608734
2026-07-24,DIA,517.31,520.45,516.28,518.32,2767342
2026-07-24,IWM,293.41,293.89,290.5,291.2,18940000
2026-07-24,QQQ,690.37,692.62,683.57,689.86,23340000
2026-07-24,SPY,738.51,743.71,737.35,737.6,29147971
2026-07-27,DIA,524.7,525.34,519.29,521.26,3107660
2026-07-27,IWM,293.98,295.52,291.11,292.91,19095352
2026-07-27,QQQ,691.68,692.3,675.95,682.23,41497216
2026-07-27,SPY,744.91,745.53,735.87,739.09,41460000
2026-07-28,DIA,521.5,522.74,518.73,521.26,2867069
2026-07-28,IWM,293.11,294.44,291.56,293.55,17481263
2026-07-28,QQQ,683.1,686.82,680.74,685.91,33762841
2026-07-28,SPY,739.82,742.68,736.94,741.48,33852107
2026-07-29,DIA,522.56,523.67,514.18,515.34,4778576
2026-07-29,IWM,292.91,293.77,289.64,291.17,23748316
2026-07-29,QQQ,684.12,686.1,673.56,675.88,50392417
2026-07-29,SPY,739.97,742.68,729.1,729.46,70697215
2026-07-30,DIA,515.5,518.03,513.41,517.76,3382541
2026-07-30,IWM,291.4,294.67,290.92,294.14,19567384
2026-07-30,QQQ,676.45,684.83,674.91,683.02,39684127
2026-07-30,SPY,730.42,738.18,728.96,737.81,48291563
2026-07-31,DIA,518.61,521.37,516.98,520.84,2948731
2026-07-31,IWM,294.32,296.18,293.41,295.76,18192463
2026-07-31,QQQ,683.74,687.29,681.85,685.64,31854782
2026-07-31,SPY,740.76,744.6,737.7,740.76,15280000
2026-08-03,DIA,520.91,522.84,518.46,521.67,3014876
2026-08-03,IWM,296.02,297.48,294.88,296.91,18754231
2026-08-03,QQQ,686.42,690.15,684.73,689.94,32186458
2026-08-03,SPY,741.38,745.21,739.92,744.68,46271835
2026-08-04,DIA,521.84,526.39,521.17,525.96,3481294
2026-08-04,IWM,297.12,299.84,296.77,299.21,19483572
2026-08-04,QQQ,690.28,697.41,689.92,696.88,34796154
2026-08-04,SPY,744.91,752.84,744.22,751.68,51428391
